"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"names"
"SF3B6"	0.00156318184132252	0.44968239328568	0.571	0.486	1	"SF3B6"
"SMC3"	0.00156774633775887	0.288006331122294	0.704	0.641	1	"SMC3"
"DLAT"	0.00156842367704632	0.760984771247312	0.181	0.103	1	"DLAT"
"HCRTR1"	0.0015737388625896	0.388284567486484	0.409	0.297	1	"HCRTR1"
"LINC01599"	0.00159134454489539	1.0978939126233	0.065	0.017	1	"LINC01599"
"APOC1"	0.00159240556568337	0.712003834902395	0.055	0.01	1	"APOC1"
"THAP1"	0.00160559365466149	-0.646631353587248	0.149	0.234	1	"THAP1"
"FADS2"	0.00161246907011182	1.29958327513255	0.041	0.003	1	"FADS2"
"SNTA1"	0.00161295469098968	1.08987189958777	0.055	0.01	1	"SNTA1"
"FBXO6"	0.00161566491064093	0.620984778052999	0.207	0.124	1	"FBXO6"
"SLC35F5"	0.00161816758528694	0.33163420688691	0.202	0.117	1	"SLC35F5"
"A2M"	0.0016192970772427	-0.487267994252113	0.09	0.162	1	"A2M"
"ODF2L"	0.00162904820854089	-0.338443852012672	0.521	0.631	1	"ODF2L"
"GSTP1"	0.00162925860698353	-0.152626396962551	0.266	0.379	1	"GSTP1"
"RANBP9"	0.00163752159073384	0.243928945433723	0.429	0.328	1	"RANBP9"
"FAM134B"	0.0016419860985725	-1.17099929908307	0.067	0.128	1	"FAM134B"
"GABBR2"	0.00164292796212382	0.0727659313739712	0.033	0	1	"GABBR2"
"SH3GL1P1"	0.00164634152746876	0.620544831540619	0.055	0.01	1	"SH3GL1P1"
"S1PR2"	0.0016594199386235	0.299410622362962	0.316	0.217	1	"S1PR2"
"JMJD7-PLA2G4B"	0.00166152861749373	-0.706326655065842	0.223	0.317	1	"JMJD7-PLA2G4B"
"HIST1H2BJ"	0.00166163743129951	0.895967781726228	0.041	0.003	1	"HIST1H2BJ"
"TMEM267"	0.00166898758091543	-0.540440211433211	0.153	0.238	1	"TMEM267"
"RBM48"	0.00167062205318244	-0.447001036251076	0.281	0.379	1	"RBM48"
"C1QBP"	0.00167063452399477	-0.342301152511431	0.511	0.607	1	"C1QBP"
"PHLPP1"	0.00167364108538957	0.591094462902693	0.126	0.059	1	"PHLPP1"
"NAE1"	0.00167840069935777	-0.554015332221691	0.319	0.417	1	"NAE1"
"TPPP"	0.00168498653075401	-0.842881476880467	0.012	0.045	1	"TPPP"
"ARHGEF9"	0.00169684012465549	0.46126536005242	0.266	0.176	1	"ARHGEF9"
"MAPRE2"	0.0016988186454324	0.18620801146127	0.644	0.552	1	"MAPRE2"
"PARP12"	0.00170853075617615	-0.51501112455287	0.401	0.5	1	"PARP12"
"SNRPF"	0.00172928782061191	0.842216094671041	0.46	0.4	1	"SNRPF"
"ZNF764"	0.00173378950690382	0.484043512597784	0.195	0.114	1	"ZNF764"
"TMX4"	0.00173484062910231	-0.48041182513069	0.424	0.521	1	"TMX4"
"MRPL57"	0.00173912062173457	0.279099663143293	0.57	0.486	1	"MRPL57"
"RALY"	0.00174422785538691	-0.306095597385435	0.717	0.79	1	"RALY"
"MTRNR2L4"	0.00174925366093774	0.167587446690086	0.17	0.09	1	"MTRNR2L4"
"NISCH"	0.00175047688369792	0.262473039944633	0.378	0.276	1	"NISCH"
"C15orf53"	0.00176464245114897	0.12820219183175	0.53	0.428	1	"C15orf53"
"EGR3"	0.00176544547887508	2.70530650895377	0.047	0.007	1	"EGR3"
"SCAF1"	0.00176579530424063	1.07950045108341	0.137	0.069	1	"SCAF1"
"UQCRH"	0.00178345476533654	0.473858670692528	0.637	0.621	1	"UQCRH"
"TMCO1"	0.00179076952977546	0.207671790376013	0.704	0.579	1	"TMCO1"
"PEF1"	0.0018004975072857	0.461274938817155	0.5	0.417	1	"PEF1"
"CCDC138"	0.00180078177370114	-1.46001867014113	0.043	0.093	1	"CCDC138"
"SAAL1"	0.0018054622805142	-0.523607513259462	0.131	0.214	1	"SAAL1"
"MMACHC"	0.00181258999449604	0.341667145099678	0.611	0.541	1	"MMACHC"
"ETV1"	0.00181974699214056	2.36842011736686	0.047	0.007	1	"ETV1"
"C12orf65"	0.00183509035177859	-0.24721504329251	0.266	0.383	1	"C12orf65"
"CDRT1"	0.00184613481382453	-0.668644222086524	0.011	0.041	1	"CDRT1"
"MLKL"	0.0018482483844294	0.334178288701684	0.363	0.269	1	"MLKL"
"ZDHHC5"	0.00184857721810366	0.518586854795794	0.24	0.152	1	"ZDHHC5"
"MYEF2"	0.00185294022157114	0.595207327643338	0.103	0.041	1	"MYEF2"
"CCNL1"	0.001857969476499	-0.369315885431088	0.749	0.772	1	"CCNL1"
"ECD"	0.00186655844659014	0.485520993613626	0.395	0.3	1	"ECD"
"SPRY1"	0.00187005438879971	1.80617841296918	0.053	0.01	1	"SPRY1"
"PHF7"	0.00187125279873154	-0.943985553165211	0.055	0.11	1	"PHF7"
"NBN"	0.00187365979296251	0.456293755597895	0.345	0.255	1	"NBN"
"GABARAPL3"	0.00187531256119876	0.139651685407329	0.076	0.024	1	"GABARAPL3"
"RPL14"	0.00187567804662046	-0.251857736391724	0.953	0.976	1	"RPL14"
"SNX2"	0.0018791024064547	-0.41599003395507	0.438	0.548	1	"SNX2"
"ASAH2B"	0.00188589842398198	0.55000566858984	0.047	0.007	1	"ASAH2B"
"RHOB"	0.00190326419787958	1.03208410614178	0.076	0.024	1	"RHOB"
"CA11"	0.00190512071036368	0.604955344075028	0.065	0.017	1	"CA11"
"TBPL1"	0.0019063762705076	-0.637812751079128	0.199	0.29	1	"TBPL1"
"ADAM1A"	0.00190890647929043	-1.25672647868479	0.018	0.055	1	"ADAM1A"
"LOXL3"	0.00190915237727833	0.374174008286714	0.242	0.148	1	"LOXL3"
"NIN"	0.00191047248510352	-0.572908858689501	0.313	0.414	1	"NIN"
"RAB1A"	0.00191322517639356	0.286702183557178	0.608	0.514	1	"RAB1A"
"PHC3"	0.00191519789303247	-0.299049565331671	0.733	0.828	1	"PHC3"
"SLFN12"	0.00191557454413145	0.553060646664944	0.173	0.097	1	"SLFN12"
"TMEM117"	0.00191636632766654	1.54677958835463	0.081	0.028	1	"TMEM117"
"BCDIN3D"	0.00191662166256173	-0.600730021241954	0.049	0.103	1	"BCDIN3D"
"SPATA31C1"	0.00191716871276935	0.744292538912377	0.047	0.007	1	"SPATA31C1"
"ANKRD17"	0.00192007611924881	0.255761659803127	0.486	0.397	1	"ANKRD17"
"AKR1C6P"	0.00193168266035965	-0.952469682428738	0.018	0.055	1	"AKR1C6P"
"TTC9C"	0.00193272532701169	-0.48354247305094	0.196	0.286	1	"TTC9C"
"AKIRIN1"	0.00193486985538362	-0.568980459995573	0.492	0.555	1	"AKIRIN1"
"CDK2AP1"	0.00193722304324937	0.848427447070518	0.059	0.014	1	"CDK2AP1"
"RPL30"	0.00194359922415319	0.101188476329726	0.988	0.997	1	"RPL30"
"DCHS1"	0.0019542521453833	0.508956476007423	0.047	0.007	1	"DCHS1"
"RPS29"	0.00195630958084372	0.193445551474685	0.995	0.997	1	"RPS29"
"GUSBP9"	0.00197282929326237	-0.162915319169718	0.076	0.141	1	"GUSBP9"
"TMC7"	0.00198781657786707	-0.357132919435708	0.003	0.024	1	"TMC7"
"GCNT4"	0.00198781657786707	-2.30113289039328	0.003	0.024	1	"GCNT4"
"MED21"	0.00199050958081298	0.426524968002745	0.255	0.166	1	"MED21"
"EGR2"	0.00199593846090213	3.57935587141731	0.074	0.024	1	"EGR2"
"LCLAT1"	0.00199836380443802	-1.06337893251745	0.138	0.214	1	"LCLAT1"
"RIN3"	0.00199912642976261	-0.480731820444906	0.391	0.497	1	"RIN3"
"LTBP4"	0.00199939349514345	-0.89020864273344	0.208	0.293	1	"LTBP4"
"IL15"	0.00200624400546441	0.77412689481103	0.076	0.024	1	"IL15"
"LINC00176"	0.00200844047073939	-1.1856407286485	0.003	0.024	1	"LINC00176"
"LOC729603"	0.00201017648496956	0.753422252277884	0.125	0.059	1	"LOC729603"
"CDRT4"	0.00201283945742862	0.192703677850512	0.046	0.1	1	"CDRT4"
"TMEM110"	0.00201986826078595	0.146693892521074	0.243	0.145	1	"TMEM110"
"MIR1200"	0.00202228755742605	-0.765053301617042	0.009	0.038	1	"MIR1200"
"SNRPC"	0.00202612751125501	0.312864818379298	0.515	0.41	1	"SNRPC"
"ADIRF"	0.00202926056665194	-0.369704812654509	0.003	0.024	1	"ADIRF"
"DBH-AS1"	0.00203270270531757	0.948415754452127	0.059	0.014	1	"DBH-AS1"
"FLYWCH2"	0.00204749497162943	0.770546523231593	0.176	0.1	1	"FLYWCH2"
"NHS"	0.00205270002516841	1.86797916362376	0.04	0.003	1	"NHS"
"RRP1B"	0.00205308708968407	-0.732809727451547	0.292	0.376	1	"RRP1B"
"NTSR1"	0.00205315474876826	0.0808604817322904	0.082	0.028	1	"NTSR1"
"MLLT11"	0.00205668159044724	-1.16070806459536	0.029	0.072	1	"MLLT11"
"CDKN2C"	0.00206274592666988	0.602719475028368	0.175	0.097	1	"CDKN2C"
"MASP2"	0.00207325668666931	-0.904320573856162	0.071	0.131	1	"MASP2"
"TNFRSF25"	0.00207653755951097	-0.383972612671895	0.638	0.686	1	"TNFRSF25"
"SRP9"	0.00207689498454045	-0.453384106472619	0.745	0.769	1	"SRP9"
"GLA"	0.00207917161294073	0.825575120884181	0.146	0.076	1	"GLA"
"SLC7A5P2"	0.00207955863483043	0.341967532188741	0.353	0.259	1	"SLC7A5P2"
"KLHL6"	0.0020867102285828	-0.669631600697903	0.31	0.407	1	"KLHL6"
"SPATS2"	0.00209701300394352	1.07532728801551	0.105	0.045	1	"SPATS2"
"QKI"	0.00210605168496616	0.409431808143748	0.211	0.128	1	"QKI"
"SNRK-AS1"	0.00211059813875004	-0.592741559700995	0.164	0.248	1	"SNRK-AS1"
"PTCHD1"	0.00211112223636875	1.97874117602779	0.032	0	1	"PTCHD1"
"LCN10"	0.00211112223636875	1.86123076658115	0.032	0	1	"LCN10"
"SLC37A2"	0.00211112223636875	1.80257988685805	0.032	0	1	"SLC37A2"
"DRAXIN"	0.00211112223636875	1.74491680768091	0.032	0	1	"DRAXIN"
"IL1RL2"	0.00211112223636875	1.19576191164962	0.032	0	1	"IL1RL2"
"TECPR1"	0.00211486225144605	-0.698808658797358	0.223	0.31	1	"TECPR1"
"SOAT1"	0.00212229405892837	0.152686320860396	0.468	0.359	1	"SOAT1"
"RALGDS"	0.00213307697944546	0.234667821163403	0.685	0.569	1	"RALGDS"
"CSNK1A1P1"	0.00213350997784226	0.192266551392051	0.271	0.179	1	"CSNK1A1P1"
"SMDT1"	0.00214123491714786	-0.240432952848498	0.422	0.566	1	"SMDT1"
"GALE"	0.00214376497036438	1.04019647930901	0.09	0.034	1	"GALE"
"HHAT"	0.00215175622176552	-1.27140674704383	0.008	0.034	1	"HHAT"
"TTC19"	0.00215457505181879	-0.541686263323427	0.406	0.51	1	"TTC19"
"HILPDA"	0.00215702368099562	1.0556787590632	0.064	0.017	1	"HILPDA"
"MIR16-2"	0.00215949065687337	-0.0101507627410271	0.109	0.048	1	"MIR16-2"
"NTHL1"	0.00216142036428624	-0.712281034547883	0.067	0.128	1	"NTHL1"
"QSOX1"	0.00216148619946278	0.201495301727053	0.315	0.21	1	"QSOX1"
"STAU1"	0.00216714640267054	0.186632236586534	0.612	0.5	1	"STAU1"
"ZNF414"	0.00218888640980936	-0.674150755674897	0.055	0.11	1	"ZNF414"
"SLC37A4"	0.0021900541009083	0.113394301207911	0.163	0.086	1	"SLC37A4"
"FAM78B"	0.00219242903957953	1.00213329422976	0.04	0.003	1	"FAM78B"
"XRCC5"	0.00219433443750323	0.132512195311227	0.886	0.828	1	"XRCC5"
"C5orf58"	0.00219851607220924	0.130034326474813	0.661	0.569	1	"C5orf58"
"STAT6"	0.00220866291729761	-0.610304748657484	0.497	0.559	1	"STAT6"
"PARP10"	0.00221056035024208	0.19366158629894	0.5	0.397	1	"PARP10"
"CPE"	0.00221870549428817	2.69052268320961	0.052	0.01	1	"CPE"
"CSNK2A2"	0.00222328743468755	-0.858080306452409	0.228	0.314	1	"CSNK2A2"
"FBXO41"	0.00222565514819289	-0.672575936699694	0.047	0.1	1	"FBXO41"
"SLC43A2"	0.00222762262244402	0.851158566642543	0.07	0.021	1	"SLC43A2"
"ATF5"	0.00222994312603862	0.525809188325268	0.271	0.176	1	"ATF5"
"TLR5"	0.00223258128242617	-2.25866045612373	0.006	0.031	1	"TLR5"
"EPHA1"	0.0022328393605829	-1.24457996866491	0.023	0.062	1	"EPHA1"
"LINC00936"	0.00223956452011626	-0.276581178805136	0.258	0.348	1	"LINC00936"
"MIRLET7BHG"	0.00224145066527681	0.149822541816727	0.123	0.059	1	"MIRLET7BHG"
"GBF1"	0.00225409467223982	0.189746889280502	0.479	0.369	1	"GBF1"
"KBTBD7"	0.00226337229242076	-0.859066327840656	0.07	0.131	1	"KBTBD7"
"XKR8"	0.00226372867444763	-1.28688587046592	0.074	0.134	1	"XKR8"
"MIR4741"	0.00226484740657647	0.579303841147392	0.058	0.014	1	"MIR4741"
"SERPINA1"	0.00226615355616062	2.63066845212198	0.046	0.007	1	"SERPINA1"
"GLCE"	0.00227073061500055	-0.828937795175754	0.097	0.166	1	"GLCE"
"NDUFS4"	0.00227156804261187	0.722128620368503	0.347	0.266	1	"NDUFS4"
"TSHR"	0.00227863783286527	-0.96709450729935	0.058	0.114	1	"TSHR"
"GRAMD4"	0.0022793269168766	0.326325845685248	0.163	0.086	1	"GRAMD4"
"AGO2"	0.00228590719272351	0.455888360019848	0.299	0.207	1	"AGO2"
"PHLDA3"	0.00228786347596917	1.61192986355265	0.052	0.01	1	"PHLDA3"
"WDR86"	0.00230013452419804	-0.289304930774682	0.006	0.031	1	"WDR86"
"ATG2A"	0.0023003968338095	0.439398113073556	0.245	0.159	1	"ATG2A"
"MCOLN3"	0.00230190453650645	-1.2099100877268	0.005	0.028	1	"MCOLN3"
"PRSS1"	0.00230217013346932	-0.680505718773809	0.008	0.034	1	"PRSS1"
"STXBP5"	0.00231356438204759	-0.907321709559686	0.149	0.228	1	"STXBP5"
"PWARSN"	0.00231634405590775	-0.298489072475367	0.123	0.203	1	"PWARSN"
"KIN"	0.00231854305222146	0.0528609862795739	0.31	0.21	1	"KIN"
"6-Mar"	0.00232236102885867	-0.3213225289338	0.822	0.821	1	"6-Mar"
"CXorf40B"	0.00232404510633559	0.483064856440275	0.266	0.176	1	"CXorf40B"
"NFE2L2"	0.0023276028706975	0.276352926462016	0.555	0.455	1	"NFE2L2"
"FAM117B"	0.00233110011384698	-0.974829785815204	0.076	0.138	1	"FAM117B"
"KCNN4"	0.00233340364672572	0.215564038437389	0.384	0.279	1	"KCNN4"
"GLIDR"	0.00234103470234934	0.660100607724247	0.128	0.062	1	"GLIDR"
"PRR5-ARHGAP8"	0.00234232686009798	-0.636042920485815	0.157	0.234	1	"PRR5-ARHGAP8"
"HTATIP2"	0.00234473295913254	0.348503496761899	0.538	0.459	1	"HTATIP2"
"MRPL43"	0.00235698283099569	-0.220898498027437	0.375	0.486	1	"MRPL43"
"LRMP"	0.00235737919293912	-0.911143924409828	0.073	0.134	1	"LRMP"
"ANXA2P3"	0.00235863729370562	-0.151302892927747	0.184	0.272	1	"ANXA2P3"
"TSPAN18"	0.0023654405477667	-0.807286995289824	0.111	0.048	1	"TSPAN18"
"SCARNA16"	0.00236644654942658	-0.840319370337097	0.017	0.052	1	"SCARNA16"
"SPG20"	0.00237537944003273	-1.08551371607986	0.091	0.159	1	"SPG20"
"ALG1L2"	0.00238468469377316	0.912821191408207	0.064	0.017	1	"ALG1L2"
"RASA4"	0.00238556869347576	-0.357945665968809	0.54	0.624	1	"RASA4"
"CUL4B"	0.0023936912718602	-0.320512894331677	0.274	0.379	1	"CUL4B"
"LOC645166"	0.00239818667560772	0.145999497326219	0.085	0.031	1	"LOC645166"
"NSUN2"	0.00240321373555376	-0.632064477898042	0.416	0.49	1	"NSUN2"
"MFSD6"	0.00240837728500884	0.206812516428254	0.366	0.269	1	"MFSD6"
"KIAA1324L"	0.00241379678819595	-0.908264065818327	0.047	0.1	1	"KIAA1324L"
"ADK"	0.00241647794410023	-0.231888790792398	0.392	0.51	1	"ADK"
"DTX2P1-UPK3BP1-PMS2P11"	0.00241661287898384	-0.511337668880222	0.147	0.228	1	"DTX2P1-UPK3BP1-PMS2P11"
"SNAPIN"	0.00242053992384865	0.423484528161891	0.356	0.252	1	"SNAPIN"
"RAPH1"	0.00242536481087482	0.778754721890016	0.094	0.038	1	"RAPH1"
"ASB8"	0.00242737825946507	-0.529192791939139	0.301	0.397	1	"ASB8"
"ATP6AP1"	0.00243207668371954	0.151154069122809	0.588	0.466	1	"ATP6AP1"
"ITPRIPL1"	0.00243453431589882	0.557126944791517	0.163	0.09	1	"ITPRIPL1"
"CCSAP"	0.00244217695694098	-1.51089350736399	0.058	0.114	1	"CCSAP"
"NAXE"	0.00244280099720165	0.207337381182914	0.369	0.262	1	"NAXE"
"RPL10"	0.00244983082844688	-0.172769709306142	0.998	1	1	"RPL10"
"GADD45B"	0.00245391803030626	0.474395992193543	0.381	0.283	1	"GADD45B"
"MREG"	0.00246042109709866	0.552156013167982	0.153	0.083	1	"MREG"
"USP16"	0.00248282785427062	0.216178188697232	0.565	0.483	1	"USP16"
"ENO4"	0.00248835393340256	0.699891461148035	0.052	0.01	1	"ENO4"
"CMTM7"	0.00249484113237774	-0.396906437283813	0.523	0.593	1	"CMTM7"
"ARPC1A"	0.00249754018590743	0.161410227301588	0.962	0.959	1	"ARPC1A"
"BOLA3"	0.00250835720858559	0.840942072488007	0.225	0.148	1	"BOLA3"
"NDC80"	0.00252040486530344	-0.798017602621738	0.155	0.231	1	"NDC80"
"PRR5"	0.00252568932315637	-0.576275941809388	0.187	0.272	1	"PRR5"
"AGAP4"	0.00252859873612883	-0.0520094155262312	0.017	0.052	1	"AGAP4"
"KCNK5"	0.00253100892245773	1.34328953618187	0.079	0.028	1	"KCNK5"
"LCP1"	0.00253667246011584	-0.118158939760354	0.98	0.972	1	"LCP1"
"DPYD-AS1"	0.00253813866373583	-0.625986612393456	0.167	0.248	1	"DPYD-AS1"
"WDR54"	0.00254656801765943	-0.481333219081281	0.205	0.29	1	"WDR54"
"OGDH"	0.0025570766133353	-0.49123457131976	0.635	0.662	1	"OGDH"
"NEURL1B"	0.00255925964759098	-0.00945401733372364	0	0.014	1	"NEURL1B"
"ABCC6P2"	0.00255925964759098	-0.0323186234949731	0	0.014	1	"ABCC6P2"
"MIR30C1"	0.00255925964759098	-0.121331544478937	0	0.014	1	"MIR30C1"
"MIR135A1"	0.00255925964759098	-0.282773647589591	0	0.014	1	"MIR135A1"
"PPBP"	0.00255925964759098	-0.545509794855677	0	0.014	1	"PPBP"
"PPIL1"	0.00255954339662912	0.740225778613934	0.21	0.131	1	"PPIL1"
"BMPR2"	0.00256020191892382	0.169668289797235	0.223	0.138	1	"BMPR2"
"ZFYVE28"	0.00256086397384155	0.210000955938232	0.333	0.228	1	"ZFYVE28"
"ERLIN2"	0.00256315442936673	0.323630045793707	0.123	0.059	1	"ERLIN2"
"PTK2B"	0.00256795309910556	0.208030311601259	0.726	0.662	1	"PTK2B"
"LOC115110"	0.00256922847012842	0.814401277249793	0.112	0.052	1	"LOC115110"
"SEC22A"	0.00258118679202423	0.448282870350352	0.236	0.148	1	"SEC22A"
"ALYREF"	0.00258903759671076	0.807215412632392	0.15	0.083	1	"ALYREF"
"RPLP2"	0.00259340083031859	0.175814199976445	0.983	1	1	"RPLP2"
"NECAP1"	0.00259844004439947	0.49766304686763	0.397	0.314	1	"NECAP1"
"VPS37B"	0.00260119383517989	0.372173393890899	0.28	0.183	1	"VPS37B"
"MAF1"	0.00261510674416789	-0.352669061479181	0.558	0.648	1	"MAF1"
"NPEPPS"	0.00262486462443002	0.05728304414197	0.533	0.421	1	"NPEPPS"
"OTOF"	0.00262714634407355	1.75859846166842	0.062	0.017	1	"OTOF"
"PI4K2A"	0.00262765006778609	0.28747841486327	0.182	0.103	1	"PI4K2A"
"SOX15"	0.00263651686138811	0.36649820760612	0.176	0.1	1	"SOX15"
"KCNQ1OT1"	0.0026402176137571	0.257943081424659	0.213	0.134	1	"KCNQ1OT1"
"MIR5010"	0.00267745163708828	0.516977420741931	0.079	0.028	1	"MIR5010"
"NFAT5"	0.00268618410649861	0.222332770997054	0.719	0.655	1	"NFAT5"
"DHRS4L1"	0.0027045673553085	-1.03439429024553	0.112	0.179	1	"DHRS4L1"
"ZBTB40"	0.00270785408977913	-0.493222923037688	0.208	0.297	1	"ZBTB40"
"GNGT2"	0.00270850803787872	0.863074966096405	0.108	0.048	1	"GNGT2"
"SHF"	0.00270893391948899	0.384185445959647	0.038	0.003	1	"SHF"
"SLC25A35"	0.00271149608503817	-0.3996803134999	0.337	0.441	1	"SLC25A35"
"HIST1H2BK"	0.00271239064793437	0.302336655227044	0.313	0.217	1	"HIST1H2BK"
"ACOT1"	0.0027128108335735	0.104073378236385	0.164	0.086	1	"ACOT1"
"SEC14L6"	0.00271371868099758	1.68720018583737	0.03	0	1	"SEC14L6"
"CEP170B"	0.00271371868099758	1.16807960924951	0.03	0	1	"CEP170B"
"PERM1"	0.00271371868099758	0.657900653197041	0.03	0	1	"PERM1"
"LOC101448202"	0.00271371868099758	0.433328456742676	0.03	0	1	"LOC101448202"
"KAT6B"	0.00271839701372844	0.262693324534977	0.462	0.376	1	"KAT6B"
"TESC"	0.002722847795485	0.984884746341275	0.16	0.09	1	"TESC"
"SNORD11"	0.00272682652018109	0.642622950581648	0.074	0.024	1	"SNORD11"
"RNF34"	0.00272755591435531	-0.347702278087764	0.448	0.541	1	"RNF34"
"AURKB"	0.00273057930858548	0.999784008194192	0.062	0.017	1	"AURKB"
"KDM2B"	0.00273584032312814	0.349043984762263	0.43	0.328	1	"KDM2B"
"NDUFB6"	0.00274142262648065	0.528211476833106	0.514	0.452	1	"NDUFB6"
"SEC16A"	0.00274159179966592	0.383852577607255	0.351	0.262	1	"SEC16A"
"PTPN23"	0.00274934970344157	0.340486342524352	0.236	0.148	1	"PTPN23"
"HDAC9"	0.00275007645871506	0.823286306107141	0.198	0.124	1	"HDAC9"
"FADS3"	0.00275787233581558	1.16612941646929	0.038	0.003	1	"FADS3"
"SCAND1"	0.00276632115529417	0.361838958054364	0.629	0.559	1	"SCAND1"
"CCT5"	0.00277309801812165	-0.459720110223555	0.485	0.576	1	"CCT5"
"DDA1"	0.00277382845941998	0.2126355729162	0.451	0.352	1	"DDA1"
"C20orf197"	0.0027813625443009	-1.29781942991483	0.049	0.1	1	"C20orf197"
"C17orf80"	0.00279560653560043	0.00913717732498909	0.541	0.431	1	"C17orf80"
"EEF2K"	0.00279973943612166	0.176090405056395	0.202	0.121	1	"EEF2K"
"TLE3"	0.00280136134987513	0.507031567910061	0.34	0.248	1	"TLE3"
"STARD5"	0.00280249846269099	-0.811071753879202	0.094	0.159	1	"STARD5"
"ATP8B4"	0.00280442785743223	2.31347891240041	0.056	0.014	1	"ATP8B4"
"KCTD21-AS1"	0.00281776726816648	0.467219057491938	0.119	0.055	1	"KCTD21-AS1"
"CD274"	0.0028237973054889	0.377424301329109	0.172	0.1	1	"CD274"
"MVD"	0.00283090428783635	0.555733392021253	0.292	0.207	1	"MVD"
"COX11"	0.00283603402959275	-0.440174982980415	0.283	0.379	1	"COX11"
"MTMR9LP"	0.00283734417615144	1.86334045049486	0.044	0.007	1	"MTMR9LP"
"REEP2"	0.00283734417615144	1.64168046160454	0.044	0.007	1	"REEP2"
"USP35"	0.00284318198145894	0.752821667474192	0.068	0.021	1	"USP35"
"HP1BP3"	0.00285609849246832	-0.442595245610335	0.751	0.786	1	"HP1BP3"
"PLPP6"	0.00288613691942365	-1.28435403020538	0.088	0.148	1	"PLPP6"
"ARPC5L"	0.00288851829821312	0.327258556700004	0.529	0.428	1	"ARPC5L"
"NEBL"	0.00289865140172021	1.55176287823493	0.078	0.028	1	"NEBL"
"ADAM28"	0.0028999624770803	2.05096740366513	0.044	0.007	1	"ADAM28"
"RSU1"	0.00290182822234204	-0.454007295449558	0.511	0.572	1	"RSU1"
"RUFY4"	0.00290663173574817	1.42217917824511	0.056	0.014	1	"RUFY4"
"GPS2"	0.00290993718292737	-0.369582321358503	0.544	0.628	1	"GPS2"
"MED13"	0.00291951972747079	0.24906930608271	0.474	0.379	1	"MED13"
"DENND6A"	0.00292093973480426	-0.747597738858684	0.167	0.252	1	"DENND6A"
"PABPC3"	0.00292148711077404	-0.0922708200509783	0.682	0.793	1	"PABPC3"
"PRSS3P2"	0.00292222625862373	0.185153165313782	0.062	0.017	1	"PRSS3P2"
"SMYD2"	0.00292348779955187	-0.822283162147022	0.191	0.269	1	"SMYD2"
"STRIP1"	0.00292739463959844	-0.653096826819178	0.24	0.324	1	"STRIP1"
"ZDHHC18"	0.00293321033049189	0.251497153476353	0.261	0.172	1	"ZDHHC18"
"VSTM4"	0.00294427848579202	1.9634349244781	0.05	0.01	1	"VSTM4"
"TRIM52"	0.00294662563309866	-0.828969967731687	0.213	0.293	1	"TRIM52"
"GATS"	0.0029535938189262	-0.560687812656336	0.071	0.131	1	"GATS"
"TMEM154"	0.00295416782108148	0.120348016090118	0.65	0.562	1	"TMEM154"
"SNRK"	0.00295951159241856	-0.574602176237828	0.366	0.452	1	"SNRK"
"WASH3P"	0.00296156188537906	-0.480274028606447	0.155	0.228	1	"WASH3P"
"ZNF267"	0.00297539473517126	0.179856587294596	0.436	0.355	1	"ZNF267"
"RAD54L"	0.00297866120941679	0.0519408116077948	0.191	0.11	1	"RAD54L"
"PAIP2"	0.00297998814617007	0.187916937131253	0.907	0.876	1	"PAIP2"
"HNRNPKP3"	0.00298206914908217	0.0830884643418424	0.062	0.017	1	"HNRNPKP3"
"LSP1P3"	0.00298274100416669	0.327126771959485	0.479	0.407	1	"LSP1P3"
"DDB2"	0.00299083444024406	0.309183656419108	0.535	0.452	1	"DDB2"
"MIR4721"	0.00299160985233083	-0.403018235792503	0.485	0.524	1	"MIR4721"
"NEURL4"	0.00299637375684634	-0.383431872970801	0.547	0.631	1	"NEURL4"
"RPL36A"	0.00299768183411011	-0.293686660057463	0.43	0.348	1	"RPL36A"
"FAM127A"	0.0030040231084937	0.32410137953652	0.366	0.279	1	"FAM127A"
"TLR1"	0.00301222449690426	-1.62249487100086	0.03	0.072	1	"TLR1"
"CDH24"	0.00301258734780462	1.0250738229342	0.044	0.007	1	"CDH24"
"RASSF7"	0.00303846040117179	-0.567783472128854	0.261	0.341	1	"RASSF7"
"NOS3"	0.00305035958133054	-0.754450193068654	0.068	0.128	1	"NOS3"
"DPH2"	0.00306050520287591	-0.581876527651404	0.108	0.179	1	"DPH2"
"TTLL10"	0.00306206528803064	0.267764756261589	0.044	0.007	1	"TTLL10"
"PRR34"	0.00307448788675591	0.825849814684709	0.111	0.052	1	"PRR34"
"FBXO22-AS1"	0.0030898430269349	0.35221133996721	0.119	0.055	1	"FBXO22-AS1"
"PIK3AP1"	0.0030932606055938	2.50563937261631	0.071	0.024	1	"PIK3AP1"
"TICAM2"	0.00309693640307803	0.815632184750352	0.05	0.01	1	"TICAM2"
"LYL1"	0.00310463853572103	-1.52614625987519	0.014	0.045	1	"LYL1"
"C7orf25"	0.00311049901314657	0.260570524799953	0.766	0.697	1	"C7orf25"
"MIR3198-2"	0.00311983661798902	0.238748295563971	0.187	0.107	1	"MIR3198-2"
"MVP"	0.00312017877465193	0.165070414190076	0.793	0.679	1	"MVP"
"PLIN2"	0.003120304515864	-0.330691459659187	0.357	0.466	1	"PLIN2"
"SNAI3"	0.00312394704420607	-0.843300405834258	0.155	0.224	1	"SNAI3"
